id;drive;OT or glance duration;steering amplitude;lane crossing;total search time;TLC at the beginning of occlusion;OT mean
P06;9;2.32759099999998;2.9592;0;75.8886670333333;5.5; 
P06;9;2.13174500000002;3.86712;0;75.8886670333333;5; 
P06;9;.704680999999994;11.1168;0;75.8886670333333;2.6; 
P06;9;2.12870800000002;.71784;0;75.8886670333333;7.2; 
P06;9;2.23382599999999;.8496;0;75.8886670333333;38.5; 
P06;9;2.13078299999998;1.6992;0;75.8886670333333;6.5; 
P06;9;2.13021799999999;1.08396;0;75.8886670333333;5.6; 
P06;9;1.31634500000001;3.32532;0;75.8886670333333;5.7; 
P06;9;.404145;1.93356;0;75.8886670333333;6.5; 
P06;9;1.42095999999998;2.30004;0;75.8886670333333;9.2; 
P06;9;1.624268;1.6992;0;75.8886670333333;14.4; 
